Song_id,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Track URI,Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,No of times Songs Played
240,Cheap Thrills,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,spotify:album:77jAfTh3KH9K2reMOmTgOh,This Is Acting,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,spotify:track:27SdWb2rFzO6GWiYDBTD9j,Sia,1/29/2016,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f,1,6,211666,https://p.scdn.co/mp3-preview/97785e152d46e770f840a37c52acb296e16e2b6d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,461
241,Havana (feat. Young Thug),"spotify:artist:4nDoRrQiYLoBzwC5BhVJzF, spotify:artist:50co4Is1HCEo8bhOyUWKpn","Camila Cabello, Young Thug",spotify:album:2vD3zSQr8hNlg0obNel4TE,Camila,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila Cabello,1/12/2018,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,1,4,217306,https://p.scdn.co/mp3-preview/dde842d9c212b2acdd3dcbefa41f2b41b198ec8f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,1260
242,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4PgleR09JVnm3zY1fW3XBA,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:track:6b8Be6ljOzmkOmFslEb23P,Bruno Mars,11/17/2016,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,1,1,225983,https://p.scdn.co/mp3-preview/4dd37467f9f28fcd4656652578609a62467fec66?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,8206
243,Can't Hold Us (feat. Ray Dalton),"spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:4myTppRgh0rojLxx8RycOp, spotify:artist:4e0nWw2r4BoQSKPQ2zpU13","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",spotify:album:76FXHQhTuT4QMIxfL09gX8,The Heist,"spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:4myTppRgh0rojLxx8RycOp",spotify:track:3bidbhpOYeV4knp8AIu8Xn,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",10/9/2012,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,1,2,258342,https://p.scdn.co/mp3-preview/2923c8550698ef521c6766f14eacc7c19ddae8b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,6733
244,Sucker,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,spotify:album:4W0r9HOcuCC6Vh7aze2hwi,Sucker,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,spotify:track:4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,3/1/2019,https://i.scdn.co/image/ab67616d0000b273c85bf1709e11b6a288925b26,1,1,181040,,FALSE,1,1506
245,Levels - Radio Edit,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,,,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,spotify:track:0JhKJg5ejeQ8jq89UQtnw8,,10/28/2011,https://i.scdn.co/image/ab67616d0000b273aed5951fadce99484bc2caba,1,1,199903,,FALSE,,7240
246,Titanium (feat. Sia),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","David Guetta, Sia",spotify:album:4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,spotify:track:0TDLuuLlV54CkRRUOahJb4,David Guetta,12/7/2012,https://i.scdn.co/image/ab67616d0000b2735c8cfe4b2c4aa89c9c92108e,1,1,245040,https://p.scdn.co/mp3-preview/60efd568cdba223a1ecc46df9563ba13ff70a1bb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,5029
247,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:0CAfXk7DXMnon4gLudAp7J,Flo Rida,3/17/2008,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/f978a18a30f5623a02e9d1a61e8dadb2afeffdd4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,9656
248,,"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:1uNFoZAHBGtllmzznpCI3s","DJ Snake, Justin Bieber",spotify:album:55bbXORm6ZrVq52zfZnxBf,Encore,spotify:artist:540vIaP2JwjQb9dm3aArA4,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,,8/5/2016,https://i.scdn.co/image/ab67616d0000b2735045de6786e0af096de73ed4,1,13,205946,,FALSE,,4303
249,Sweet Dreams (Are Made of This) - Remastered,"spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","Eurythmics, Annie Lennox, Dave Stewart",spotify:album:5jNDWA19BJbE24x1UUJGRY,Sweet Dreams (Are Made Of This),"spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg",spotify:track:1TfqLAPs4K3s2rJMoCokcS,"Eurythmics, Annie Lennox, Dave Stewart",1/4/1983,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d,1,6,216933,https://p.scdn.co/mp3-preview/891fbe66610d4c6fab456fb1c64398c3256257b6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,3356
250,One Kiss (with Dua Lipa),"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa",spotify:album:7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we",spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",4/6/2018,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,1,1,214846,https://p.scdn.co/mp3-preview/128a50f77ec0225f05a2bd1664cab327bc66bc5f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,88,2427
251,Indicator - Radio Edit,spotify:artist:5agaOf7aX0QcQRAXDNHwaO,Son Of A Preacher,spotify:album:4ncr1SMKF8xAkPiFKFgKdC,Indicator,spotify:artist:5agaOf7aX0QcQRAXDNHwaO,spotify:track:2UKQZ4w5FGlwmMq2ySGFyI,Son Of A Preacher,6/19/2020,https://i.scdn.co/image/ab67616d0000b27306acb6e32f501bf32faa8f4c,1,2,251612,https://p.scdn.co/mp3-preview/982508743f5777dba695eb5163dcc1df91e76261?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,9258
252,Phoenix Lights Crystallized,spotify:artist:7lHLwgIXSNUTBDNDakO52p,Aliens on Earth,spotify:album:5Jj1JMLHP3Tn4UZA5aqtRr,Phoenix Lights Crystallized,spotify:artist:7lHLwgIXSNUTBDNDakO52p,spotify:track:6eTqC72COvUerGntaxsmEc,Aliens on Earth,6/1/2020,https://i.scdn.co/image/ab67616d0000b2730b454c11315a9fe38b7189a3,1,1,310153,https://p.scdn.co/mp3-preview/c0267e8c05b1cac35ecbb39a276f48b032063927?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,1496
253,From His Broken Bones,spotify:artist:4tLIGM52ee6vMMdBtDZFi7,Faderhead,spotify:album:1lcgqDpuoCwJZCUbHIAYTE,Asteria,spotify:artist:4tLIGM52ee6vMMdBtDZFi7,spotify:track:2ruyR99MH3G759Y0YxhXgj,Faderhead,10/4/2019,https://i.scdn.co/image/ab67616d0000b273c626a151aabdd32dea85eb14,1,1,312444,https://p.scdn.co/mp3-preview/9a35a29fad89d460f57b17b9624602062c39b136?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,29,3628
254,Harry's House,spotify:artist:3UbV4twUaN8yLN3MYKgmMi,Nature of Wires,spotify:album:6G19UG21mT7mkw17eXL2qP,Modus,spotify:artist:3UbV4twUaN8yLN3MYKgmMi,spotify:track:7EC4jKLbJLuwlkZyVA7e8r,Nature of Wires,8/16/2019,https://i.scdn.co/image/ab67616d0000b2734d87d78d0c12ced91b61d1f6,1,6,252303,https://p.scdn.co/mp3-preview/23e0fe480e7883d8eff43c96542a5fded2c8f0ab?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,8804
255,Deja Vu (Initial D),spotify:artist:72N7tHkeEBWSedHqPUGXhy,Tsuko G.,spotify:album:2NUmxAJ3nUcn5ETYSQUcW9,Deja Vu (Initial D),spotify:artist:72N7tHkeEBWSedHqPUGXhy,spotify:track:3O3lPNMM2rCeog7dacQNbT,Tsuko G.,5/20/2017,https://i.scdn.co/image/ab67616d0000b27320639b09fb1cf600badbcd0d,1,1,250941,https://p.scdn.co/mp3-preview/e7eab69a2389b6a0bbcf7dd2499715884bc3cbb5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,4376
256,Stalker,spotify:artist:5g6JJnQb32xAbJrPNBrYyq,Analias,spotify:album:3U3tQqG7t27yD7Z44QFwjS,Stalker,spotify:artist:5g6JJnQb32xAbJrPNBrYyq,spotify:track:3Th989DgoZYIicgHlfMcRr,Analias,4/26/2019,https://i.scdn.co/image/ab67616d0000b2737087a3c67da758cdfa4265fc,1,1,204480,https://p.scdn.co/mp3-preview/3505fadbbe574470d4d6c15e9acd6bde572ef052?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,16,9610
257,Lost to the Night,spotify:artist:6rclmdstz3sdi2HTLzXJwg,C. SHIROCK,spotify:album:4BkBDRpFRYeTXZYIaNIVtJ,Lost to the Night,spotify:artist:6rclmdstz3sdi2HTLzXJwg,spotify:track:0uA2BCRVOIPQLjMBcB6E4G,C. SHIROCK,11/1/2019,https://i.scdn.co/image/ab67616d0000b273b3d9160fc956d304371505e2,1,1,234638,https://p.scdn.co/mp3-preview/711c8f2b425179ab9dde92986f0ada8470b272b2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,19,7550
258,All We Have Is This Moment,spotify:artist:6rclmdstz3sdi2HTLzXJwg,C. SHIROCK,spotify:album:62oOarigBpkjNsQktNUdTY,All We Have Is This Moment,spotify:artist:6rclmdstz3sdi2HTLzXJwg,spotify:track:2UGwzqQeq5BorebU4BWEmN,C. SHIROCK,4/10/2020,https://i.scdn.co/image/ab67616d0000b273c651e7f93bc8426d25a4f934,1,1,258120,https://p.scdn.co/mp3-preview/c6e203c76bbf41aa0f849d3a8c2be351ca6dea0d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,9,3228
259,Seratonik - Original Mix,spotify:artist:4aLCZcOibXx0vRsrUUr4Wl,Analogtune,spotify:album:1MAFyAJBjcFRO1RSpq55rd,Asmali Ep,spotify:artist:4aLCZcOibXx0vRsrUUr4Wl,spotify:track:0fs2J2u9fkBkeLrcd5IQdd,Analogtune,1/11/2019,https://i.scdn.co/image/ab67616d0000b2730c6ab65ee92660fd3daced11,1,2,490588,https://p.scdn.co/mp3-preview/8bc9590d497640c840b6b7d606ca6d8491d8b69e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,3253
260,Asmali - Original Mix,spotify:artist:4aLCZcOibXx0vRsrUUr4Wl,Analogtune,spotify:album:1MAFyAJBjcFRO1RSpq55rd,Asmali Ep,spotify:artist:4aLCZcOibXx0vRsrUUr4Wl,spotify:track:46DTwuBZL4PtxJKWKZeMNX,Analogtune,1/11/2019,https://i.scdn.co/image/ab67616d0000b2730c6ab65ee92660fd3daced11,1,1,469036,https://p.scdn.co/mp3-preview/2dbf68d8922cb886987fde03c544d9bb3166cf3e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,4,3986
261,Zuma,spotify:artist:3RFiIkifs69o2OWA6JkVWv,Poel,spotify:album:35vIVKvQtEV96gQAnhriyE,Zuma,spotify:artist:3RFiIkifs69o2OWA6JkVWv,spotify:track:0k4fNUiIgUkFI2y3sHSGUu,Poel,2/20/2020,https://i.scdn.co/image/ab67616d0000b2735cee530352591067cf32ad41,1,1,161914,https://p.scdn.co/mp3-preview/3c5d60d69b0e22fd45bb8799e9745c65d7bc898b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,9,8141
262,Gravitas,spotify:artist:7gzzt6L2XRIxnJsIL0Ytve,Advakit,spotify:album:7y1YfJ5tKzKQ5TLEZvuYvY,Gravitas,spotify:artist:7gzzt6L2XRIxnJsIL0Ytve,spotify:track:2H4vzvm58tJwRmDF5IessU,Advakit,5/1/2020,https://i.scdn.co/image/ab67616d0000b273ac31294e6b73a2e1a0f03e96,1,1,198000,https://p.scdn.co/mp3-preview/3cebb23e1082b9582f006e97fa9976a0f1642011?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,14,5
263,Starry Eyes,"spotify:artist:6DJ39ruRzT3ZpLez5M2bnT, spotify:artist:6SBxdmbcNqkag8a341eUSl",,spotify:album:0dSVZGNsxCn1ist4PS3mYK,Starry Eyes,,spotify:track:3QNOVzXLBwzOqLHbKzCsks,Phasefilter,3/14/2019,,1,1,208124,https://p.scdn.co/mp3-preview/e71720e867cac51b7c4a376ccaa71f08fdfc53fa?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,,7063
264,When It All Ends,spotify:artist:5FJ5UhpV7BSB3g7MUORtZB,Initial Eyes,spotify:album:3ucJd2I28zgcPDvcjPkPmx,When It All Ends,spotify:artist:5FJ5UhpV7BSB3g7MUORtZB,spotify:track:6HOdsmqKFpDNIwWKrD0G98,Initial Eyes,4/30/2020,https://i.scdn.co/image/ab67616d0000b27305ef709cc9467f1ef5e8fe5e,1,1,340243,https://p.scdn.co/mp3-preview/508315a5f81afd911d4edee645afc741a189aa2c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,3,1981
265,Evil Ghosts,spotify:artist:3CauHnjJwyg8PZu6KIQSze,Packo Gualandris,spotify:album:0L1G5djTtDRXCugqFSwqki,Evil Ghosts,spotify:artist:3CauHnjJwyg8PZu6KIQSze,spotify:track:74Cf8e0V8YFavozkSa7B8o,Packo Gualandris,4/29/2020,https://i.scdn.co/image/ab67616d0000b27352cd113d81b8c12859239204,1,1,438887,https://p.scdn.co/mp3-preview/cccda6e271a7e8b445ddb537ea7993c4bfc78d18?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,5,4833
266,Maria,spotify:artist:1IZcMe5Fr1fnRgTixHnmqN,Coopsmusic_,spotify:album:6YDB9ecVugy5o1o689YG3E,Maria,spotify:artist:1IZcMe5Fr1fnRgTixHnmqN,spotify:track:3BSV9xooBShj0jwGvhBTcp,Coopsmusic_,4/30/2020,https://i.scdn.co/image/ab67616d0000b273328b3b25969a6ff8a53c9f4a,1,1,240000,https://p.scdn.co/mp3-preview/7f9826528f22969de689cc3e8fb091e5365f66bf?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,1675
267,Drive,spotify:artist:2KlWOmRGu0gDFz0nDkkArM,Zantzo,spotify:album:2zdPhkXQAZYL7haKTkmSrl,Drive,spotify:artist:2KlWOmRGu0gDFz0nDkkArM,spotify:track:74oU6ybtPslVklKaoGvHnm,Zantzo,4/17/2020,https://i.scdn.co/image/ab67616d0000b273099f432a897d701714b924b3,1,1,198046,https://p.scdn.co/mp3-preview/5f5d0b5552ca4c74ed08d3cd56aa145f1994ce8c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,7,8395
268,Turn Me On (feat. Vula),"spotify:artist:7i9j813KFoSBMldGqlh2Z1, spotify:artist:5nki7yRhxgM509M5ADlN1p, spotify:artist:6YqhcZlSE8ugUcmoHLw9gz","Riton, Oliver Heldens, Vula",spotify:album:7mtnp7B5yFt3D3PAznGzc8,Turn Me On (feat. Vula),"spotify:artist:7i9j813KFoSBMldGqlh2Z1, spotify:artist:5nki7yRhxgM509M5ADlN1p",spotify:track:0qaWEvPkts34WF68r8Dzx9,"Riton, Oliver Heldens",9/13/2019,https://i.scdn.co/image/ab67616d0000b273216a271725a34eba54dd0b55,1,1,208473,https://p.scdn.co/mp3-preview/2e2901431547d1f3701caa98e6dfb90916a07784?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,7529
269,On My Own,spotify:artist:7oZdp9UWjuC68LeJSYeKZL,ManyFew,spotify:album:3gJfqV6vwJryxTmi1TJttj,On My Own,spotify:artist:7oZdp9UWjuC68LeJSYeKZL,spotify:track:5FBgw71GjZ7pPfVZEs7jHu,ManyFew,4/3/2020,https://i.scdn.co/image/ab67616d0000b27366ea83912db5a2a1abedc64a,1,1,170806,,FALSE,2,2142
270,Ego Overdose,"spotify:artist:619CzMJPPWrCeZwx5qw6ko, spotify:artist:1pYPWJEmCbWjcqnxw3qcyo","Besomorph, EMM",spotify:album:2jfxzqGKapt9y8bDenFKFU,Ego Overdose,"spotify:artist:619CzMJPPWrCeZwx5qw6ko, spotify:artist:1pYPWJEmCbWjcqnxw3qcyo",spotify:track:2kgSXkd2Aoslgsg3DOhhQQ,"Besomorph, EMM",4/3/2020,https://i.scdn.co/image/ab67616d0000b273753474680dc3e1a6f20f375a,1,1,160800,https://p.scdn.co/mp3-preview/e64b187b2921215426f60f68b26f412c3134d35c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,6646
271,Crystal,spotify:artist:7lHLwgIXSNUTBDNDakO52p,Aliens on Earth,spotify:album:4EQBN7LA5XUTR7X5jgNAHt,Crystal,spotify:artist:7lHLwgIXSNUTBDNDakO52p,spotify:track:6uee2NrqD5ecRPj6XS9Lur,Aliens on Earth,9/23/2019,https://i.scdn.co/image/ab67616d0000b27375d39a5e438d8892dc0d126c,1,1,280320,https://p.scdn.co/mp3-preview/21091ac198c142d1c0c6d222b3ff38229bb21599?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,6002
272,Boxes,spotify:artist:67jOo3qQvbRdAy3VWUMdxM,Static Cycle,spotify:album:6zYdakXxKOMPDFH75RIf77,Boxes,spotify:artist:67jOo3qQvbRdAy3VWUMdxM,spotify:track:5n8mHZRRlAmx9ly6ewFIeR,Static Cycle,12/6/2019,https://i.scdn.co/image/ab67616d0000b2734381367a66bb203bcd96003f,1,1,212964,https://p.scdn.co/mp3-preview/f7cb84fe9e2e589d490931a2f0f5b8afafa9df05?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,1403
273,Wolf,spotify:artist:67jOo3qQvbRdAy3VWUMdxM,Static Cycle,spotify:album:346ihg74Qjk5pK7Vj9hgFR,Wolf,spotify:artist:67jOo3qQvbRdAy3VWUMdxM,spotify:track:0i1DVe0TYSvB2I7BvnCTIE,Static Cycle,3/27/2020,https://i.scdn.co/image/ab67616d0000b273e47b8bea977022e539a0d43a,1,1,180396,https://p.scdn.co/mp3-preview/add304b437b8167a626b475dd9196d027f604b7a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,27,4502
274,Aesthetic Arrest - Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:3alqc6KE5bVJefs2hw3wFN,Evanoff Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:5aC7n8UxU5nX2Njc2E6p6Y,Evanoff,10/11/2018,https://i.scdn.co/image/ab67616d0000b27383409764d66798d92cf02380,1,4,471852,https://p.scdn.co/mp3-preview/c80ef4019c7572f9aec35322e59ed484df0fcab1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,4,23
275,Anotha Brick - Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:3alqc6KE5bVJefs2hw3wFN,Evanoff Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:4SnDU1SEuHT7uNeQrFXf7p,Evanoff,10/11/2018,https://i.scdn.co/image/ab67616d0000b27383409764d66798d92cf02380,1,3,370512,https://p.scdn.co/mp3-preview/fe7ec46d00e97040233917d1e8375916f55979ea?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,4,5470
276,Crowd Control - Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:3alqc6KE5bVJefs2hw3wFN,Evanoff Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:1HeMomSocZjTPGZZp9dt8K,Evanoff,10/11/2018,https://i.scdn.co/image/ab67616d0000b27383409764d66798d92cf02380,1,1,381799,https://p.scdn.co/mp3-preview/8bced537f3476aea48a2952c792733f95e226eff?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,4,7681
277,Crawl Out of Love - Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:3alqc6KE5bVJefs2hw3wFN,Evanoff Live,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:0IThRYZF5zY27HZIqVcqEu,Evanoff,10/11/2018,https://i.scdn.co/image/ab67616d0000b27383409764d66798d92cf02380,1,10,236975,https://p.scdn.co/mp3-preview/15902bbc4ae011808decee3ed3f58fb0539fe2f5?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,3,4271
278,Stealing Fire,"spotify:artist:0LlSeFxEYBO978QBUTV2No, spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d","Bass Physics, Evanoff",spotify:album:01V2M65YiKGppgTs7wfRAM,Stealing Fire,"spotify:artist:0LlSeFxEYBO978QBUTV2No, spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d",spotify:track:1JbinDUUcgBl8wgzUIeZm3,"Bass Physics, Evanoff",9/1/2017,https://i.scdn.co/image/ab67616d0000b27374625cdcd1d9ffaf2b1c20f0,1,1,220800,https://p.scdn.co/mp3-preview/d773440baae9df77c8acd3319522bd60c13acc60?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,1886
279,Dahlia,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:6BoFf2cweZgMrXI1hBlVh3,Dahlia,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:6RqKYYpJZhqYtweJb2uuWJ,Evanoff,6/7/2019,https://i.scdn.co/image/ab67616d0000b273db73c8a7ae369d6f040c3deb,1,1,258857,https://p.scdn.co/mp3-preview/bb925a5e076677684bdbab71d3b7c53106932b33?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,903
280,Allium,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:00SU73PkhyWnPz4e34heEG,Allium,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:7bmcqXHPYXFfWPf0hVvSU6,Evanoff,3/19/2020,https://i.scdn.co/image/ab67616d0000b2739e25454cc97333264405866d,1,1,288000,https://p.scdn.co/mp3-preview/e93e312374a3372b06478e559c3dd0ea02a53bb3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,5,6777
281,Dreamsters,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:6RFTPTuRJF5mzpQ1S8cmYQ,Dreamsters,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:0JMuH3e1Bj95PFJ8IryGTl,Evanoff,1/3/2020,https://i.scdn.co/image/ab67616d0000b273796fbc9a41efab35a80cedc2,1,1,260869,https://p.scdn.co/mp3-preview/f0a7a4d492f369a07ef7a172fd7bd9e33b172cde?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,30,8551
282,Golden Hour,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,Evanoff,spotify:album:2Wqadq647Otp5JlmTk7cdL,Golden Hour,spotify:artist:5XMQ9F7g4nCx2VCtrnPm7d,spotify:track:3VT1acohqmOPYYYnkR1CSq,Evanoff,1/24/2019,https://i.scdn.co/image/ab67616d0000b2739980d74fa6556321a84b58a4,1,1,272571,https://p.scdn.co/mp3-preview/53bf0e557da4351ae60c112024ceee046b657456?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,19,763
283,On My Way,"spotify:artist:38aAEKHAmZwECZgFuUfdCB, spotify:artist:6pvai2QB2c0defVI0UTFos","Teddy Beats, Mon RovÎa",spotify:album:55cqS2XvKGw0RYnUVxAtPF,On My Way,"spotify:artist:38aAEKHAmZwECZgFuUfdCB, spotify:artist:6pvai2QB2c0defVI0UTFos",spotify:track:2kqAJgHqgO0VWEvDmvg0ct,"Teddy Beats, Mon RovÎa",4/10/2020,https://i.scdn.co/image/ab67616d0000b273c4bc6e46589bd36b47527fbc,1,1,194865,https://p.scdn.co/mp3-preview/32283097e800747ed6273bcc4e45da9a1b6af2b1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,46
284,Physical,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:album:2U2oPaAXBB5oD0SW97HBo6,Physical,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,spotify:track:44fXOB2eBG8uaQJGwh26Bk,Dua Lipa,1/30/2020,https://i.scdn.co/image/ab67616d0000b273d6eadf57ece10a7c0c2462cf,1,1,193829,https://p.scdn.co/mp3-preview/ccca0f028caf8410a9a5627324bfc980b86a8009?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,4551
285,Don't Wanna Know - Radio Edit,spotify:artist:71DeYbYuvsHDJJYwIBfMBS,James iD,spotify:album:0HjNAIUlfOwSznY4oab1xx,Don't Wanna Know,spotify:artist:71DeYbYuvsHDJJYwIBfMBS,spotify:track:33eQ1ke1lllvC1MHgEgq7Z,James iD,4/24/2020,https://i.scdn.co/image/ab67616d0000b2731f5901536985ccad413ceb88,1,2,248709,https://p.scdn.co/mp3-preview/e60034b755a92ba83731a05adcb09ecf4ea58df4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,6,3719
286,Don't Wanna Know - Zaeden Remix,"spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:5lMNphVhMLvhFmTWiKiLA2","Maroon 5, Kendrick Lamar, Zaeden",spotify:album:7B77erWW1kD2bDEXn23FzN,Don't Wanna Know (Zaeden Remix),spotify:artist:04gDigrS5kc9YWfZHwBETP,spotify:track:4IrYXEiwgTQhJkKFV8zuOd,Maroon 5,1/6/2017,https://i.scdn.co/image/ab67616d0000b2730a064b651d62e38bebe12d73,1,1,214413,,FALSE,23,5323
287,WTF Is EDM,spotify:artist:5TKHwrSIqnPkE097nvmff1,Sorry Im Not,spotify:album:0gaHaDnnpPJ9aO9LshqJJl,WTF Is EDM,spotify:artist:5TKHwrSIqnPkE097nvmff1,spotify:track:0Bd5B60WNtuPEnLv3rIcjt,Sorry Im Not,10/28/2019,https://i.scdn.co/image/ab67616d0000b273637561400f2ca725037852df,1,1,202667,https://p.scdn.co/mp3-preview/e1ec9d8cd767c749751a04c31d96cb90fc790161?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,16,3466
